#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Apr 06 09:45:51 EDT 2020,55,55,Assignment4Suite,ContainsTest1+ ContainsTest2+ ContainsTest3+ GetMaxTest1+ GetMaxTest2+ GetMinTest1+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ InsertTest4+ OrderingTest1+ OrderingTest2+ OrderingTest3+ OrderingTest4+ SizeTest1+ , ,ContainsTest4- GetMaxTest3- GetMinTest3- LevelTest1- LevelTest2- LevelTest3- LevelTest4- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- SizeTest2- SizeTest3- , ,
1,Mon Apr 06 09:46:51 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
2,Mon Apr 06 09:47:48 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
3,Mon Apr 06 09:49:37 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
4,Mon Apr 06 09:56:20 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
5,Mon Apr 06 09:57:43 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
6,Mon Apr 06 10:10:29 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
7,Mon Apr 06 10:13:55 EDT 2020,55,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest1 LevelTest2 LevelTest3 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
8,Mon Apr 06 10:18:52 EDT 2020,62,7,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1+ LevelTest3+ OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest2 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
9,Mon Apr 06 10:23:07 EDT 2020,62,0,Assignment4Suite,ContainsTest1 ContainsTest2 ContainsTest3 GetMaxTest1 GetMaxTest2 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 InsertTest4 LevelTest1 LevelTest3 OrderingTest1 OrderingTest2 OrderingTest3 OrderingTest4 SizeTest1 , ,ContainsTest4 GetMaxTest3 GetMinTest3 LevelTest2 LevelTest4 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 SizeTest2 SizeTest3 , ,
